13:07:40, 174 
13:07:41, 174 
13:07:43, 174 
13:07:44, 174 
13:07:45, 174 
13:07:46, 174 
13:07:47, 174 
13:09:56, 174 
13:09:57, 174 
13:09:58, 174 
13:09:59, closed 
13:10:15, 174 
13:10:16, 174 
13:10:17, 174 
13:10:18, 174 
13:10:19, 174 
13:10:20, 174 
13:10:21, 174 
13:10:22, 174 
13:10:23, 174 
13:10:24, 174 
13:10:25, 174 
13:10:26, 174 
13:10:27, 174 
13:10:28, 174 
13:10:29, 174 
13:10:30, 174 
13:10:31, 174 
13:10:32, 174 
13:10:33, 174 
13:10:34, 174 
13:10:35, 174 
13:10:36, 174 
13:10:37, 174 
13:10:38, 174 
13:10:39, 174 
13:10:40, 174 
13:10:41, 174 
13:10:42, 174 
13:10:43, 174 
13:10:44, 174 
13:10:45, 174 
13:10:46, 174 
13:10:47, 174 
13:10:49, 174 
13:10:50, 174 
13:10:51, 174 
13:10:52, 174 
13:10:53, 174 
13:10:54, 174 
13:10:55, 174 
13:10:56, 174 
13:10:57, 174 
13:10:58, 174 
13:10:59, 174 
13:11:00, 174 
13:11:01, 174 
13:11:02, 174 
13:11:03, 174 
13:11:04, 174 
13:11:05, 174 
13:11:06, 174 
13:11:07, 174 
13:11:08, 174 
13:11:09, 174 
13:11:10, 174 
13:11:11, 174 
13:11:12, 174 
13:11:13, 174 
13:11:14, 174 
13:11:15, 174 
13:11:16, 174 
13:11:17, 174 
13:11:18, 174 
13:11:19, 174 
13:11:20, 174 
13:11:21, 174 
13:11:22, 174 
13:11:23, 174 
13:11:24, 174 
13:11:25, 174 
13:11:27, 174 
13:11:28, 174 
13:11:29, 174 
13:11:30, 174 
13:11:31, 174 
13:11:32, 174 
13:11:33, 174 
13:11:34, 174 
13:11:35, 174 
13:11:36, 174 
13:11:37, 174 
13:11:38, 174 
13:11:39, 174 
13:11:40, 174 
13:11:41, 174 
13:11:42, 174 
13:11:43, 174 
13:11:44, 174 
13:11:45, 174 
13:11:46, 174 
13:11:47, 174 
13:11:48, 174 
13:11:49, 174 
13:11:50, 174 
13:11:51, 174 
13:11:52, 174 
13:11:53, 174 
13:11:54, 174 
13:11:55, 174 
13:11:56, 174 
13:11:57, 174 
13:11:58, 174 
13:11:59, 174 
13:12:00, 174 
13:12:01, 174 
13:12:02, 174 
13:12:03, 174 
13:12:04, 174 
13:12:06, 174 
13:12:07, 174 
13:12:08, closed 
